code,nom,fbID,apropos,description,mission,categorie1,categorie2,categorie3,pays,état,ville,adresse courte,adresse longue,likes,talking_about,Indice (L*TA/10⁶)
guidemtlnord,Le Guide de Montréal-Nord,367255136661314,"Le Guide de Montréal-Nord, c'est un journal local publié tous les mardis dans Montréal-Nord, un site web branché sur sa communauté (www.guidemtlnord.com) et une page Twitter tout aussi dynamique et interactive (twitter.com/guidemtlnord)","Site Web: http://www.guidemtlnord.com/

Twitter: http://www.twitter.com/guidemtlnord

Pour joindre la rédaction: redaction_est@tc.tc

Pour joindre les ventes: ventes_est@tc.tc 

","Être VOTRE journal. Celui qui parle de vous et de nous. Comme vous, le Guide de Montréal-Nord est un acteur de sa communauté. Après le roman, voici le journal dont vous êtes les héros!
",Media/News Company,?,?,Canada,QC,Montreal,"8000, avenue Blaise Pascal","8000, avenue Blaise Pascal, Montreal, Quebec H1E 2S7",1465,125,"0,183125"
plotbiniere,Le Peuple Lotbinière,125130501979,"Pour consulter nos modalités d'utilisation, cliquez ici --> http://bit.ly/19BOSBP","Journal hebdomadaire propriété de Meliormedia, dont les bureaux sont situés à Lévis.

Cette page est ouverte aux commentaires des citoyens. Nous prions les internautes de rester polis. Il est interdit de soumettre du contenu discriminatoire, insultant ou inapproprié, qui pourrait être retiré de notre page à notre discrétion.","Informer les internautes, via notre journal virtuel, et la population de notre région, de l'actualité locale et des événements se déroulant sur notre territoire.",Newspaper,Media/News Company,Arts & Entertainment,Canada,QC,Lévis,"580, boul. Alphonse-Desjardins C.P. 1256, Lévis, Québec","580, boul. Alphonse-Desjardins C.P. 1256, Lévis, Québec, Lévis, Quebec G6V 6R8",3165,57,"0,180405"
lebureaudenquete,Le Bureau d'enquête,429959187214283,"La page de l'équipe de journalistes et recherchistes du Bureau d'enquête de l'Agence QMI, du Journal de Montréal, du Journal de Québec et de TVA nouvelles.",?,?,Journalist,?,?,?,?,?,?,?,5607,32,"0,179424"
LaRotonde.ca,La Rotonde,240729975937637,"La Rotonde, le journal indépendant de l'Université d'Ottawa.  ",?,?,Newspaper,Media/News Company,College & University,Canada,ON,Ottawa,109 rue Osgoode,"109 rue Osgoode, Ottawa, Ontario K1N 6S1",2347,74,"0,173678"
debrouillards,Les Débrouillards,158331577801,"Depuis 1982, Les Débrouillards, c'est un magazine drôlement scientifique pour les 9-14 ans, des activités d'animation, plus de soixante livres et albums et un site web.",?,?,Magazine,?,?,Canada,QC,Montreal,4475 rue Frontenac,"4475 rue Frontenac, Montreal, Quebec H2H 2S2",5576,28,"0,156128"
Journal-Le-Voyageur-130564328071,Journal Le Voyageur,130564328071,"Le Voyageur, un journal de langue française en milieu minoritaire, couvre une bonne partie du Nord-Est ontarien. Il compte des journaliste et des correspondants à Sudbury, Sturgeon Falls, Timmins, Cochrane et Kapuskasing. ",Vous voulez vous abonner au journal Le Voyageur? Communiquez avec Carole au 1 866 926-3997.,Promouvoir la langue française. Informer la population francophone sur les événements qui les touche. Intéresser les jeunes afin de garder la langue française vivante en Ontario.,Newspaper,?,?,Canada,ON,Greater Sudbury,"302-336, rue Pine","302-336, rue Pine, Sudbury, Ontario P3C 1X8",2330,60,"0,1398"
JournalLOieblanche,Journal coopératif L'Oie blanche,166453626708427,Retrouvez toute l'actualité régionale dans notre version papier et les nouvelles du jour sur notre site internet au www.oieblanc.com,?,Entreprise de presse coopérative offrant à ses membres des services dans le domaine de la publicité tout en offrant à la population de l'information de qualité à caractère régionale.,Broadcasting & Media Production Company,?,?,Canada,QC,Montmagny,70 rue de L'Anse,"70 rue de L'Anse, Montmagny, Quebec G5V 1G8",2279,61,"0,139019"
lejournallenord,Le Journal Le Nord,148603818542310,?,?,?,Newspaper,?,?,Canada,ON,Hearst,"1004, rue Prince","1004, rue Prince, Hearst, Ontario P0L 1N0",4162,32,"0,133184"
echolaval,L'Écho de Laval,123500857683029,Suivez-nous sur Twitter : @LEchodeLaval,Journal quotidien de nouvelles régionales pour tout savoir sur Laval et les environs! Contacter: 1-866-327-0660 ou info@lechodelaval.ca,?,Newspaper,Media/News Company,News & Media Website,Canada,QC,Laval,?,"Laval, Quebec",3110,39,"0,12129"
MessagerLaSalle,Le Messager LaSalle,166724190111906,"Le Messager Lasalle, le journal local publié tous les jeudis dans LaSalle.

","Le Messager Lasalle est un journal local de TC Media publié tous les jeudis dans LaSalle, un site Web branché sur sa communauté (www.messagerlasalle.com) et une page Twitter tout aussi dynamique et interactive (www.twitter.com/MessagerLasalle)

Site Web: www.messagerlasalle.com

Twitter: @MessagerLasalle

Rédaction: redaction_lasalle@tc.tc

Ventes: sylvie.marleau@tc.tc
","Être votre journal. Celui qui parle de vous et de nous. Comme vous, Le Messager LaSalle est un acteur de sa communauté. Après le roman, voici le journal dont vous êtes les héros!",Media/News Company,?,?,Canada,QC,Dorval,"455, boulevard Fénélon suite 303","455, boulevard Fénélon suite 303, Dorval, Quebec H9S 5T8",1254,93,"0,116622"
LaPressecanadienne,La Presse canadienne,248686095524627,La Presse canadienne est l'agence de presse et d'information multimédia au Canada. ,?,?,Media/News Company,?,?,Canada,QC,Montreal,215 Saint-Jacques,"215 Saint-Jacques, Montreal, Quebec H2Y 1M6",2271,48,"0,109008"
Journal-LArgenteuil-254621884595894,Journal L'Argenteuil,254621884595894,L'Argenteuil est un hebdomadaire publié par la Compagnie d'édition André Paquette et distribué dans la MRC d'Argenteuil.,"La Compagnie d'édition André Paquette Inc. a été fondée en 1947, à Hawkesbury, Ontario. À ses débuts, elle était éditrice du journal hebdomadaire Le Carillon, un journal publié en français. Au cours des années, Le Carillon a fait sa marque dans l'Est ontarien. 

Au fil des ans, la compagnie a fait l'acquisition d'une presse web offset et fut alors en mesure d'offrir un service d'impression de journaux. Elle a par la suite fondé d'autres journaux hebdomadaires tout en procédant à l'acquisition de certains autres. 

Aujourd'hui, la compagnie est éditrice de sept journaux hebdomadaires qu'elle imprime en plus de plusieurs autres. Elle comprend aussi un service d'imprimerie commerciale sur presse offset à feuilles et un service de distribution. 

En effet, vous retrouverez sous un même toit la possibilité de conception, d'impression et de distribution, le tout, à votre entière satisfaction. 

The company was founded in 1947 in Hawkesbury, Ontario. In the beginning, it was the publisher ofLe Carillon, a French-language weekly newspaper. Over the years, Le Carillon left its mark on Eastern Ontario. 
The company later acquired an offset web press, permitting it to offer a paper printing service. The firm founded other weekly newspapers and acquired others. 

Today, the company publishes eight weekly newspapers and prints many other publications. It continues to offer a commercial printing service and a distribution service. 
La Compagnie André Paquette Inc. offers one-stop shopping. Under one roof, you will find design, printing and distribution. 


Les journaux :
Le Carillon 
Tribune-Express 
L'Argenteuil 
Progrès/Watchman 
Vision 
Le Journal de Cornwall 
Le Reflet-The News 
Autres divisions

Séguin-Wathier - service de distribution 
Imprimerie Prescott-Russell ",?,Newspaper,Commercial & Industrial,Broadcasting & Media Production Company,Canada,QC,Lachute,52 Principale,"52 Principale, Lachute, Quebec J8H 3A8",1524,71,"0,108204"
enfantsquebec,Enfants Québec,165027903518708,Cela fait plus de 25 ans que nous sommes le magazine préféré des parents! Visitez notre nouveau site : enfantsquebec.com,"Fondé en septembre 1988, Enfants Québec a toujours saisi au vol les questions actuelles et donné une tribune aux meilleurs spécialistes de son temps. Notre équipe de journalistes, chroniqueurs, blogueurs et experts est à l’écoute des parents d’enfants âgés de 0 à 12 ans. Nous partageons avec vous astuces, conseils, bonnes idées, suggestions de sorties et recettes faciles pour vous épauler dans votre quotidien. Rejoignez notre communauté et célébrez avec nous la joie d’être parent!

Retrouvez-nous sur enfantsquebec.com

 ",?,Magazine,?,?,?,?,?,?,?,8102,13,"0,105326"
fmcentreville,"Radio Centre-Ville, Montréal",150733819960,"102,3 fm - Depuis 1975, la radio communautaire et multilingue de montréal! Sur le web: http://www.radiocentreville.com","Radio Centre-Ville est l’unique station de radio communautaire et multilingue à Montréal, et même au Québec. La station a vu le jour grâce à l’effort d’une dizaine de personnes issues de groupes communautaires et ethniques divers du quartier Saint-Louis. 

Vous pouvez écouter des émissions en: français, anglais, grec, portugais, espagnol, chinois (mandarin et cantonais) et créole.

L’objectif et le défi premiers demeurent aujourd’hui : produire des émissions de qualité qui suscitent  réflexion et servent à la promotion des droits des diverses communautés montréalaises privées d’espace d’expression au sein des médias traditionnels.

Nous travaillons aussi depuis nos débuts à l'intégration des nouveaux arrivants dans la société d’accueil.",?,Nonprofit Organization,Radio Station,Broadcasting & Media Production Company,Canada,QC,Montreal,5212 boul.St-Laurent,"5212 boul.St-Laurent, Montreal, Quebec H2T 1S1",4996,21,"0,104916"
Reflet-News-119877028074644,Reflet-News,119877028074644,Hebdomadaire bilingue de l'Ontario (Canada) situé à Embrun // Bilingual weekly newspaper,?,?,Media/News Company,?,?,Canada,ON,Embrun,"1158, rue Notre-Dame","1158, rue Notre-Dame, Embrun, Ontario K0A 1W0",1663,60,"0,09978"
PassionFmBellechasse,Passion FM,420220441364270,100.5 / 103.9 / 105.5 - LA NOUVELLE PASSION des gens d'ici !  www.passion-fm.com 418-625-3737,"LA nouvelle Passion des gens d'ici! 
Dans la Chaudière-Appalaches. 
100,5 
103,9
105,5



",?,Radio Station,?,?,?,?,?,?,?,1868,52,"0,097136"
sentinellechibougamau,La Sentinelle,461892947186141,*Avis : Le journal se réserve le droit de publier dans son édition papier vos commentaires et vos noms apparaissant sur cette Page Facebook . Merci.,?,?,Newspaper,?,?,Canada,QC,Chibougamau,"317, 3e Rue","317, 3e Rue, Chibougamau, Quebec G8P 1N4",2237,43,"0,096191"
1019fm.net,CHAI 101.9 FM,147809595281030,"Radio communautaire à Châteauguay.
http://www.1019fm.net ","Radio communautaire situé à Châteauguay qui met en valeur l’identité du Roussillon à partir d’un contenu distinctif et de qualité axé sur l’information locale et régionale.

La radio favoriser également la promotion des talents émergent et la formation de la relève

Territoire couvert : Candiac, Châteauguay, Delson, La Prairie, Léry, Mercier, Saint-Constant, Saint-Isidore, Saint-Mathieu, Saint-Philippe, Sainte-Catherine.

http://www.1019fm.net/",?,Broadcasting & Media Production Company,Radio Station,Community Organization,Canada,QC,Châteauguay,25 boul. St-Francis,"25 boul. St-Francis, Châteauguay, Quebec J6J 1Y2",1320,67,"0,08844"
letraitdunion,Le Trait d'Union MAG,113579098657297,www.letraitdunion.com,"Fondé à Mascouche par le journaliste Pierre Vigneault, le journal hebdomadaire Le Trait d'union a changé à quelques reprises de propriétaires dans le temps avant d'être acquis par le journal La Revue de Terrebonne et son propriétaire, Gilles Bordonado, en octobre 2015 des mains de TC Média. Implanté à Terrebonne, ce journal joint donc la grande famille des journaux hebdomadaires indépendants au Québec.",?,Arts & Entertainment,Newspaper,Broadcasting & Media Production Company,Canada,QC,Terrebonne,"231, rue Sainte-Marie","231, rue Sainte-Marie, Terrebonne, Quebec J6W 3E4",3714,23,"0,085422"
929CFUT,"92,9 CFUT",130408477076396,"De la musique, de l'actualité et des animateurs qui vous en mettront plein les oreilles! Restez à l'écoute du 92,9 CFUT. ","La Radio communautaire de Shawinigan est une station de radio qui dessert le Centre-de-la-Mauricie. Sa saine gestion permet de produire des émissions de qualité tout en préconisant l’information, l’éducation et le divertissement.  

L’encadrement du personnel et la formation des bénévoles, sa présence active dans la  communauté, son engagement à l’essor culturel du milieu et sa responsabilité en situation d’urgence font de Radio Shawinigan un lieu de rassemblement pour la population du Centre-de-la-Mauricie.

En sa qualité de « radio communautaire », la communauté peut s’y impliquer bénévolement selon la volonté de la station.
",?,Broadcasting & Media Production Company,Arts & Entertainment,Radio Station,Canada,QC,Shawinigan,"540, ave Broadway","540, ave Broadway, Shawinigan, Quebec G9N 1M3",3604,22,"0,079288"
lactuel,L'Actuel Québec Hebdo,296218957068460,"Le journal L'Actuel a été fondé le 20 octobre 1987. Propriété des Médias Transcontinental, L’Actuel est distribué dans les arrondissements des Rivières et de La Haute-Saint-Charles.","Distribution: hebdomadaire, 44 044 exemplaires

Territoire: Lebourgneuf, Duberger-Les Saules, Neufchâtel,  Vanier, Wendake, Loretteville, Lac-Saint-Charles,  Saint-Émile, Des Châtels


Pour consulter nos modalités d'utilisation, cliquez ici:  http://bit.ly/1xvF3ke",?,Media/News Company,?,?,Canada,QC,Quebec,"5000 rue Hugues-Randin, Québec QC G2C 2B4","5000 rue Hugues-Randin, Québec QC G2C 2B4, Quebec, Quebec",966,82,"0,079212"
neomediavalleyfield,Néomédia Valleyfield,233209217161953,Quotidien régional web qui couvre la région de Valleyfield. Membre du réseau Néomédia,?,?,Media/News Company,?,?,?,?,?,?,?,362,213,"0,077106"
auroreboreale.ca,L'Aurore boréale,255116527953319,Le journal de la communauté francophone du Yukon,"L’Aurore boréale est un journal d’information généraliste fondé en 1983 à Whitehorse. Il est un journal à but non lucratif possédant une ligne éditoriale indépendante. Ses contenus présentent les grands titres de l’actualité yukonnaise ainsi que les nouvelles et les projets de la communauté francophone du Yukon.

L’Aurore boréale est membre de l’Association de la presse francophone (APF) et a remporté de nombreux prix d’excellence depuis sa création il y a près de 35 ans.",?,Newspaper,Community Organization,Media/News Company,Canada,YT,Whitehorse,302 rue Strickland,"302 rue Strickland, Whitehorse, Yukon Territory Y1A 2K1",750,101,"0,07575"
RadioBlancSablon,CFBS Radio Blanc-Sablon,350719625025577,"Blanc-Sablon to Old Fort Bay, we are the local radio!",?,?,Radio Station,?,?,?,?,?,?,?,1250,56,"0,07"
CitesNouvelles,Cités Nouvelles,413470185333948,"Cités Nouvelles, un journal local publié tous les mercredis dans l'Ouest-de-l'Île de Montréal.","Cités Nouvelles, c'est un journal local de TC Media publié tous les mercredis dans l'Ouest-de-l'Île de Montréal, un site Web branché sur sa communauté (www.citesnouvelles.com) et une page Twitter tout aussi dynamique et interactive (www.twitter.com/Citesnouvelles)

Site Web: www.citesnouvelles.com

Twitter: @Citesnouvelles

Rédaction: cites.nouvelles@tc.tc

Ventes: sylvie.marleau@tc.tc","Être VOTRE journal. Celui qui parle de vous et de nous. Comme vous, Cités Nouvelles est un acteur de sa communauté. Après le roman, voici le journal dont vous êtes les héros!",Media/News Company,?,?,Canada,QC,Dorval,455 boulevard Fénelon Suite 303,"455 boulevard Fénelon Suite 303, Dorval, Quebec H9S 5T8",972,72,"0,069984"
CKMN.FM,CKMN.FM,139102432841914,"Dans Rimouski/La Mitis, le 96,5 FM c'est LA VOIX D'UNE RÉGION, la vôtre! 
","Le 96,5 FM Radio communautaire en direct de Rimouski et Mont-Joli au Québec.

La station de Rimouski
323, Montée industrielle et commerciale
Rimouski (Quebec) G5M 1A7
Tél :    418-722-2566
Fax :   418-724-7815

La station de Mont-Joli
Aux Galeries Mont-Joli
Mont-Joli (Québec)
Tél Studio :     418-775-0096
Tél Bureau :    418-775-0098",?,Radio Station,?,?,?,?,?,?,?,3562,19,"0,067678"
lecho3rivieres,L'Écho de Trois-Rivières,114149325352789,Suivez-nous sur Twitter : @LEcho3Rivieres,Journal hebdomadaire web de Néomédia qui couvre la région de Trois-Rivières,?,Newspaper,Media/News Company,News & Media Website,Canada,QC,Trois-Rivières,?,"Trois-Rivières, Quebec",3214,21,"0,067494"
courrierahuntsicbc,Courrier Ahuntsic / Bordeaux-Cartierville,252009481563551,"L'information locale des quartiers Ahuntsic, Bordeaux et Cartierville, à Montréal.","Courrier Ahuntsic / Bordeaux-Cartierville, ce sont deux journaux journaux locaux gratuits diffusés les jeudis dans l'arrondissement d'Ahuntsic-Cartierville, un site Internet (www.courrierahuntsic.com ou www.courrierbc.com) et un compte Twitter (www.twitter.com/InfoAhuntsicBC).

Sites Webs: http://www.courrierahuntsic.com / http://www.courrierbc.com

Twitter: @infoAhuntsicBC

Rédaction: courrierahuntsic@tc.tc / courrierbc@tc.tc

Ventes: ventes_est@tc.tc / sylvie.marleau@tc.tc","Être VOS journaux. Ceux qui parlent de vous et de nous. Comme vous, Le Courrier Ahuntsic et le Courrier Bordeaux-Cartierville sont des acteurs de leurs communautés. ",Media/News Company,?,?,Canada,QC,Montreal,"8000, avenue Blaise Pascal","8000, avenue Blaise Pascal, Montreal, Quebec H1E 2S7",1177,51,"0,060027"
linformateurrdp,L'Informateur de Rivière-des-Prairies,412707282093126,"L'Informateur de Rivière-des-Prairies, c'est un journal local publié les mardis dans Rivière-des-Prairies, un site Web des plus dynamiques (www.linfomateurrdp.com) et une page Twitter tout aussi intéressante! (http://twitter.com/linformateurrdp)","Site Web: http://www.linformateurrdp

Twitter: http://www.twitter.com/linformateurrdp

Pour joindre la rédaction: redaction_est@tc.tc

Pour joindre les ventes: ventes_est@tc.tc ","Être VOTRE journal. Celui qui parle de vous et de nous. Comme vous, l'Informateur de Rivière-des-Prairies est un acteur de sa communauté. Après le roman... voici le journal dont vous êtes les héros!",Media/News Company,?,?,Canada,QC,Montreal,"8000, avenue Blaise Pascal","8000, avenue Blaise Pascal, Montreal, Quebec H1E 2S7",884,67,"0,059228"
JournalAgricom,Agricom,230529720396314,Le seul journal francophone agricole de l'Ontario,"Depuis sa création, la vocation du journal Agricom est toujours demeuré la même, soit un journal de combat dont la mission est de défendre et de promouvoir les intérêts des agriculteurs franco-ontariens et de sensibiliser le public en général à l’importance des causes agricoles. D’ailleurs, depuis sa fondation, il a lutté dans toutes les causes et dans tous les projets pour aider les agriculteurs franco-ontariens à entrer dans la révolution verte et s’adapter à la mondialisation des marchés agricoles.

L'équipe d'Agricom est composée de plusieurs journalistes, spécialistes agroalimentaires, chroniqueurs, éditorialistes et autres collaborateurs. Ensemble, notre équipe réussi à présenter régulièrement les nouvelles locales, nationales et mondiales en matière d'agriculture.","L'objectif premier du journal est d’informer le public franco-ontarien sur l’industrie agricole et agroalimentaire de l’Ontario. Il vise de plus à informer les agriculteurs en français, à leur donner une voix auprès des gouvernements, à revendiquer les droits de ce groupe d’entrepreneurs de plus en plus minoritaires et de les faire connaître auprès des non-agriculteurs. 

Le journal Agricom encourrage les citoyens de la province de l'Ontario à nous faire part de leur opinion sous forme de lettre ouverte ou à nous soumettre un sujet d'actualité.

Pour soumettre un sujet d'actualité ou une lettre ouverte, communiquez avec notre rédactrice en chef:
Isabelle Lessard
Courriel : redaction@journalagricom.ca
Tél. : 613 488-2651
Téléc. : 613 488-2541 ",Media/News Company,?,?,?,?,?,"2474 rue Champlain, Clarence Creek, Ontario Canada","2474 rue Champlain, Clarence Creek, Ontario Canada, K0A 1N0",1680,35,"0,0588"
ExpressMontcalm,Journal L'Express Montcalm,137470446285760,?,"L’Express Montcalm fait partie du plus grand réseau de journaux locaux dans l’est du Canada, TC Media. L’objectif de cette page est de diffuser les histoires faisant vibrer les gens de la ville et engager la conversation avec eux sur les sujets qui les interpellent. 

",?,Broadcasting & Media Production Company,?,?,Canada,QC,Saint-Lin,"864, rue St-Isidore, St-Lin-Laurentides","864, rue St-Isidore, St-Lin-Laurentides, Saint-Lin, Quebec J5M 2V4",3173,17,"0,053941"
chamblymatin,chamblymatin.com,1517821125195964,Soyez informés rapidement des nouvelles régionales du Bassin de Chambly. ,"Le chamblymatin.com est un journal Internet quotidien qui couvre l’actualité locale des villes de Chambly, Richelieu, Carignan, Marieville et Saint-Mathias-sur-Richelieu depuis 13 ans. Tous les matins de semaine, les lecteurs de ces villes ont le plaisir de pouvoir suivre leurs nouvelles locales au jour le jour. ",?,Broadcasting & Media Production Company,?,?,Canada,QC,Saint-Basile-le-Grand,"247, rue Principale","247, rue Principale, Saint-Basile-le-Grand, Quebec J3N 1L7",1467,36,"0,052812"
avenirdelest,Avenir de l'Est,157014907751053,?,"Site Web: http://www.avenirdelest.com/

Twitter: http://www.twitter.com/avenirdelest

Rédaction: redaction_est@tc.tc

Ventes: ventes_est@tc.tc 

","L'Avenir de l'Est, c'est un journal de TC Media publié les mardis dans Pointe-aux-Trembles et Montréal-Est, un site Web branché sur sa communauté (www.avenirdelest.com) et une page Twitter tout aussi dynamique intéressante! (www.twitter.com/avenirdelest)
",Media/News Company,?,?,Canada,QC,Montreal,"8000, avenue Blaise Pascal","8000, avenue Blaise Pascal, Montreal, Quebec H1E 2S7",1882,24,"0,045168"
LePlateauPamplemousse,Le Plateau Pamplemousse.ca,101486483523192,"http://plateau.pamplemousse.ca/ 
Journal web hyperlocal sur l'actualité du Plateau Mont-Royal à Montréal. 
Membre du réseau Pamplemousse.ca","Pamplemousse.ca est un réseau de nouvelles locales qui a vu le jour dans l’est de Montréal. Les trois premiers quartiers couverts par Pamplemousse.ca sont Mercier-Est, le Plateau Mont-Royal et la Petite-Patrie.

Pamplemousse.ca est un média hyperlocal indépendant, qui n’est n’est rattaché à aucun parti politique, promoteur, compagnie, organisme privé, communautaire, religieux ou public, ne défend aucun agenda ni position politique ou philosophique. Nous appliquons les critères de déontologie journalistique de l’Association des journalistes indépendants du Québec.

Nous écrivons sur ce qui façonne nos quartiers : institutions, groupes communautaires, culture, histoire, développement immobilier, offre commerciale, services offerts aux citoyens, décisions des élus, etc. Pamplemousse.ca appartient à Pamplemousse Communications inc. et fut lancé en septembre 2013.",Journal web hyperlocal sur l'actualité du Plateau Mont-Royal.,Media/News Company,?,?,Canada,QC,Montreal,?,"Montreal, Quebec",1827,24,"0,043848"
beauportexpress,Beauport Express Québec Hebdo,238331119589280,"Fondé le 17 juin 1986, l'hebdomadaire Beauport Express de TC Media couvre le territoire de l'arrondissement de Beauport de la ville de Québec.","Pour consulter nos modalités d'utilisation, cliquez ici:  http://bit.ly/1xvF3ke",?,Media/News Company,?,?,Canada,QC,Quebec,"5000 rue Hugues-Randin, Québec QC","5000 rue Hugues-Randin, Québec QC, Quebec, Quebec G2C2B4",1219,35,"0,042665"
PetitePatriePamplemousse,Petite-Patrie Pamplemousse.ca,698181647000509,Journal web hyperlocal sur l'actualité du quartier La-Petite-Patrie à Montréal. ,"Pamplemousse.ca est un réseau de nouvelles locales qui a vu le jour dans l’est de Montréal. Les trois premiers quartiers couverts par Pamplemousse.ca sont Mercier-Est, le Plateau Mont-Royal et la Petite-Patrie.

Pamplemousse.ca est un média hyperlocal indépendant, qui n’est n’est rattaché à aucun parti politique, promoteur, compagnie, organisme privé, communautaire, religieux ou public, ne défend aucun agenda ni position politique ou philosophique. Nous appliquons les critères de déontologie journalistique de l’Association des journalistes indépendants du Québec.

Nous écrivons sur ce qui façonne nos quartiers : institutions, groupes communautaires, culture, histoire, développement immobilier, offre commerciale, services offerts aux citoyens, décisions des élus, etc. Pamplemousse.ca appartient à Pamplemousse Communications inc. et fut lancé en septembre 2013.",Réseau de nouvelles hyperlocales.,Media/News Company,?,?,Canada,QC,Montreal,?,"Montreal, Quebec",1643,24,"0,039432"
Vélo-Mag-341952746621,Vélo Mag,341952746621,"Le seul magazine cycliste francophone en Amérique, pour les mordus de vélos!
","Depuis 1981, Vélo Mag est le seul magazine cycliste francophone en Amérique.

Le magazine Vélo Mag rejoint 70 000 lecteurs par numéro à travers le monde.

•Vélo Mag est distribué dans les kiosques et certaines boutiques de vélos

•velomag.com est la première ressource sur internet pour tous les passionnés de vélos à travers le Québec. Le site repertorie toutes boutiques de vélos du Québec et listes également les activités près de chez vous! Il propose aussi des actualités, des conseils, des petites annonces, des vidéos et bien plus.

• Le magazine est disponible en version numérique

• Vélo Mag publie également une infolettre qui fourni des informations aux lecteurs, directement dans leur boîte courriel une fois par mois. 

",?,Magazine,?,?,?,?,?,?,?,5485,7,"0,038395"
EquityNewspaper,The Equity,404824622880326,The voice of the Pontiac since 1883 ~ www.theequity.ca,"facebook.com/EquityNewspaper
twitter.com/EquityNewspaper","THE EQUITY was founded in 1883 by B.T. Smith and J.A. Cowen and first published in Bryson and then in Shawville in the early 1900s. It continues to serve Pontiac with balanced reporting, fine photos and splendid advertising, every week.",Broadcasting & Media Production Company,?,?,Canada,QC,Shawville,133 rue Centre,"133 rue Centre, Shawville, Quebec J0X 2Y0",1702,21,"0,035742"
CharlesExpr,Charlesbourg Express Québec Hebdo,295346853862208,Le Charlesbourg Express est hebdomadaire propriété de TC Media (Transcontinental) qui couvre l'arrondissement de Charlesbourg dans la ville de Québec. ,"Pour consulter nos modalités d'utilisation, cliquez ici:  http://bit.ly/1xvF3ke",?,Media/News Company,?,?,Canada,QC,Quebec,"5000 rue Hugues-Randin, Québec QC G2C 2B4","5000 rue Hugues-Randin, Québec QC G2C 2B4, Quebec, Quebec",939,35,"0,032865"
CIAU-FM-1031-138782872827249,"CIAU FM 103,1",138782872827249,La voix du 53ème parallèle !  Pour nous joindre en studio : 819-638-1031 Administration et fax : 819-638-7033 ou Par courriel : ciaufm@lino.com   Écoutez-nous en direct sur le www.ciaufm.ca ! ,Tout sur l'actualité locale et régionale. La seule station à diffuser sur le web à la grandeur de la Jamésie ! ,?,Radio Station,?,?,Canada,QC,Radisson,143 Jolliet,"143 Jolliet, Radisson, Quebec J0Y 2X0",521,59,"0,030739"
lefranco.ab.ca,Le Franco (journal),225495297491230,"Depuis 1928, le seul journal de langue française en Alberta 
Since 1928, Alberta's only french language newspaper","Le seul journal francophone en Alberta
Actualité - Économie - Politique - Francophonie
Edmonton - Calgary - Régions",?,Newspaper,Broadcasting & Media Production Company,Publisher,Canada,AB,Edmonton,"8627, 91 street #312","8627, 91 street #312, Edmonton, Alberta T6C3N1",1362,20,"0,02724"
NouvellesSaintLaurent,Nouvelles Saint-Laurent News,254671324628281,"Les Nouvelles Saint-Laurent News, un journal local bilingue publié tous les mercredis dans l'arrondissement de Saint-Laurent.","Les Nouvelles Saint-Laurent News est un journal local bilingue de TC Media publié tous les mercredis dans l'arrondissement de Saint-Laurent, à Montréal.

Site Web: journalmetro.com/local/saint-laurent/

Twitter: @InfoStLaurent

Rédaction: nouvellessaint-laurent@tc.tc","Être VOTRE journal. Celui qui parle de vous et de nous. Comme vous, Les Nouvelles Saint-Laurent News est un acteur de sa communauté. Après le roman, voici le journal dont vous êtes les héros!

To be YOUR community newspaper. The one that talks about you and your community. Like you, we take this responsibility seriously--and we need your interaction to make it happen.",Media/News Company,?,?,Canada,QC,Dorval,"455, boulevard Fénélon, suite 303","455, boulevard Fénélon, suite 303, Dorval, Quebec H9S 5T8",1270,20,"0,0254"
infodestejulie,Journal L'Information,124527520911889,"Pour voir notre site:
http://www.infodeste-julie.qc.ca","L’Information fait partie du plus grand réseau de journaux locaux dans l’est du Canada, TC Media. L’objectif de cette page est de diffuser les histoires faisant vibrer les gens de la ville et engager la conversation avec eux sur les sujets qui les interpellent.

Twitter : @InfoSteJulie / Application mobile : https://app.tcmedianouvelles.ca/app_link","Informer les résidents des actualités et des nouvelles culturelles, communautaires et sportives via un hebdomadaire, une page Web et une page Facebook. ",Newspaper,?,?,Canada,QC,Sainte-Julie,"528, St-Charles","528, St-Charles, Sainte-Julie, Quebec J4B 3M5",1634,13,"0,021242"
lechorivenord,L'Écho de la Rive-Nord,138124172901448,Suivez-nous sur Twitter : @LEchoRiveNord,?,?,Newspaper,News & Media Website,Media/News Company,Canada,QC,Sainte-Thérèse,?,"Sainte-Thérèse, Quebec",1982,9,"0,017838"
